size,threshold,random,reversed,almost_sorted
51100,10,22932,17787,17855
51100,15,20295,15345,14865
51100,20,20406,15358,14850
51100,30,18866,14394,12914
51100,50,18279,15547,11359
51200,5,26885,21720,21375
51200,10,22835,17727,17541
51200,15,20291,15893,15038
51200,20,20448,15334,14910
51200,30,18656,14477,12864
51200,50,18505,15594,11418
51300,5,26903,21713,21526
51300,10,22772,17694,17462
51300,15,20291,15274,14785
51300,20,20261,15296,14826
51300,30,18762,14441,12981
51300,50,18419,15526,11614
51400,5,26970,21706,21660
51400,10,22844,17744,17572
51400,15,20398,15293,14852
51400,20,20370,15369,14932
51400,30,18835,14449,12927
51400,50,18426,15365,11751
51500,5,27047,21758,21628
51500,10,23272,17875,17571
51500,15,20319,15374,14867
51500,20,20432,15341,14868
51500,30,18753,14591,12932
51500,50,18519,15215,11947
51600,5,26968,21683,21510
51600,10,22841,17749,17512
51600,15,20343,15336,14876
51600,20,20304,15369,14853
51600,30,18780,14404,12919
51600,50,18479,15077,12006
51700,5,26961,21782,21561
51700,10,22924,17769,17608
51700,15,20586,15516,15023
51700,20,20834,15563,15064
51700,30,18861,14463,12937
51700,50,18744,15178,12378
51800,5,27278,21955,21788
51800,10,23188,17951,17718
51800,15,20668,15656,15078
51800,20,20713,15630,15105
51800,30,19277,14783,13177
51800,50,19039,15245,12604
51900,5,27522,22110,21947
51900,10,23234,17948,17751
51900,15,20633,15620,15056
51900,20,20551,15507,15069
51900,30,19159,14662,13133
51900,50,18917,15081,12690
52000,5,27427,22126,21902
52000,10,23369,18092,17881
52000,15,20679,15617,15091
52000,20,20464,15453,14956
52000,30,19126,14676,13126
52000,50,19025,14919,12857
52100,5,27234,21974,21650
52100,10,23257,18016,17849
52100,15,20797,15645,15184
52100,20,20825,15712,15117
52100,30,19135,14615,13117
52100,50,19107,14817,12961
52200,5,27236,21966,21768
52200,10,23180,17953,17712
52200,15,20638,15548,15029
52200,20,20595,15588,15062
52200,30,19029,14631,13066
52200,50,19055,14686,13022
52300,5,27552,23095,22538
52300,10,23467,18148,17949
52300,15,20818,15719,15334
52300,20,21010,15786,15242
52300,30,19343,14768,13227
52300,50,19223,14802,13207
52400,5,27663,22385,22194
52400,10,23822,18226,18082
52400,15,20981,15914,15274
52400,20,20840,15745,15200
52400,30,19348,14795,13158
52400,50,19248,14815,13215
52500,5,27975,22399,21958
52500,10,23480,18205,17961
52500,15,20793,15660,15210
52500,20,20910,15726,15226
52500,30,19277,14739,13218
52500,50,19248,14790,13292
52600,5,27563,22267,21936
52600,10,23399,18142,17953
52600,15,21034,15878,15310
52600,20,20960,15756,15256
52600,30,19360,14922,13275
52600,50,20319,15565,13360
52700,5,27692,22193,21993
52700,10,23449,18147,17963
52700,15,20931,15855,15258
52700,20,20895,15739,15284
52700,30,19267,14883,13271
52700,50,19411,14987,13325
52800,5,27643,22264,22017
52800,10,23505,18203,17974
52800,15,20838,15725,15208
52800,20,21121,15909,15379
52800,30,19384,14928,13270
52800,50,19284,14832,13250
52900,5,27703,22210,21964
52900,10,23425,18185,17915
52900,15,20891,15793,15255
52900,20,20903,15794,15296
52900,30,19468,14961,13310
52900,50,19437,15113,13329
53000,5,27882,22377,22156
53000,10,23703,18469,18171
53000,15,20993,15838,15313
53000,20,20847,15797,15239
53000,30,19489,14940,13360
53000,50,19296,14881,13274
53100,5,27641,22304,22074
53100,10,24412,18890,18049
53100,15,21248,15801,15326
53100,20,21079,15868,15344
53100,30,19390,15039,13345
53100,50,19455,14959,13351
53200,5,27653,22239,22015
53200,10,23488,18179,17971
53200,15,20933,15830,15256
53200,20,20909,15780,15261
53200,30,19361,14896,13287
53200,50,19349,14902,13285
53300,5,27658,22308,22045
53300,10,23599,18253,17950
53300,15,20994,15825,15294
53300,20,20976,15830,15320
53300,30,19475,15038,13403
53300,50,19458,14964,13334
53400,5,27973,22457,22165
53400,10,23818,18362,18107
53400,15,21042,15902,15342
53400,20,21120,15891,15349
53400,30,19538,15052,13413
53400,50,19505,15017,13343
53500,5,27950,22430,22318
53500,10,23897,18377,18218
53500,15,21127,15925,15419
53500,20,21043,15868,15378
53500,30,19542,15018,13465
53500,50,19548,15025,13419
53600,5,28015,22543,22478
53600,10,23672,18299,18102
53600,15,21485,16013,15354
53600,20,21025,15899,15365
53600,30,19600,15574,13470
53600,50,19693,15152,13488
53700,5,27900,22498,22251
53700,10,23825,18480,18213
53700,15,21532,16041,15505
53700,20,21132,15955,15383
53700,30,19623,15087,13441
53700,50,19673,15087,13430
53800,5,28016,22534,22295
53800,10,23701,18366,18211
53800,15,21122,16017,15476
53800,20,21232,16042,15445
53800,30,19626,15166,13478
53800,50,19673,15154,13529
53900,5,27965,22462,22281
53900,10,23929,18538,18288
53900,15,21330,16070,15536
53900,20,21410,16140,15671
53900,30,19843,15316,13566
53900,50,19892,15352,13634
54000,5,27954,22556,22443
54000,10,23886,18548,18243
54000,15,21446,16273,15718
54000,20,21429,16269,15693
54000,30,19898,15300,13647
54000,50,19896,15307,13634
54100,5,28258,22796,22579
54100,10,24101,18757,18393
54100,15,21596,16319,15789
54100,20,21621,16326,15793
54100,30,19880,15353,13606
54100,50,19858,15568,13636
54200,5,28739,23052,22638
54200,10,24064,18650,18402
54200,15,21601,16247,15699
54200,20,21610,16305,15782
54200,30,20019,15348,13757
54200,50,20128,15430,13727
54300,5,28340,22817,22650
54300,10,24169,18601,18440
54300,15,21549,16348,15695
54300,20,21659,16322,15751
54300,30,20094,15398,13707
54300,50,19969,15418,13667
54400,5,28296,22668,22605
54400,10,24301,18809,18627
54400,15,21706,16299,15767
54400,20,21547,16274,15738
54400,30,19912,15371,13682
54400,50,20002,15434,13709
54500,5,28521,22933,22749
54500,10,24359,18851,18598
54500,15,21655,16312,15768
54500,20,21498,16184,15667
54500,30,19990,15418,13844
54500,50,19996,15556,13868
54600,5,29313,23102,23391
54600,10,24223,18705,18495
54600,15,21482,16243,15661
54600,20,21485,16225,15678
54600,30,19931,15363,13705
54600,50,19959,15412,13773
54700,5,28422,22841,25581
54700,10,24416,18898,18643
54700,15,21649,16401,15728
54700,20,21661,16326,15761
54700,30,20179,15589,13800
54700,50,20241,15549,13837
54800,5,28733,23150,22837
54800,10,24363,18795,18644
54800,15,21969,16523,15966
54800,20,21730,16441,15839
54800,30,20247,15634,13895
54800,50,20237,15668,13882
54900,5,28621,23007,22789
54900,10,24487,18953,18718
54900,15,21884,16508,15952
54900,20,21919,16474,15940
54900,30,20254,15635,13906
54900,50,20238,15647,13850
55000,5,28869,23217,23018
55000,10,24854,18969,18760
55000,15,21961,16502,15906
55000,20,21958,16537,16000
55000,30,20300,15766,13937
55000,50,20407,15742,14218
55100,5,28694,23088,22766
55100,10,24468,18900,18920
55100,15,21759,16442,15914
55100,20,21723,16393,15756
55100,30,20259,15589,13852
55100,50,20204,15542,13758
55200,5,28596,22978,22757
55200,10,24430,18858,18669
55200,15,21722,16389,15942
55200,20,22502,16776,16027
55200,30,20601,15672,13846
55200,50,20289,15706,13876
55300,5,28628,23128,22800
55300,10,24503,18851,18606
55300,15,21677,16401,15820
55300,20,21690,16380,15813
55300,30,20160,15605,13801
55300,50,20303,15627,13834
55400,5,28565,22984,22760
55400,10,24558,19057,18738
55400,15,21816,16468,15904
55400,20,21840,16527,15984
55400,30,20504,15722,13916
55400,50,20610,15881,14029
55500,5,29068,23315,23033
55500,10,24702,19168,18893
55500,15,22130,16683,16081
55500,20,22112,16655,16036
55500,30,20339,15658,13902
55500,50,20315,15740,13885
55600,5,28743,23116,22823
55600,10,24616,19065,18893
55600,15,21922,16513,15938
55600,20,21827,16482,16278
55600,30,20293,15706,13884
55600,50,20445,15765,13986
55700,5,28941,23206,22939
55700,10,24666,19147,18804
55700,15,21927,16546,15970
55700,20,21891,16498,15917
55700,30,20346,15708,13886
55700,50,20308,15697,13888
55800,5,28957,23171,22978
55800,10,24545,18989,18877
55800,15,22089,16569,15958
55800,20,22043,16598,16040
55800,30,20418,15863,14022
55800,50,20504,16188,13981
55900,5,29449,23386,23316
55900,10,24541,19030,18738
55900,15,21910,16530,15976
55900,20,21991,16571,15960
55900,30,20396,15767,13953
55900,50,20424,15760,14022
56000,5,28783,23082,22829
56000,10,24720,19170,18912
56000,15,22044,16620,16070
56000,20,22151,16676,16109
56000,30,20415,15819,13991
56000,50,20392,15814,13984
56100,5,28934,23195,23028
56100,10,24902,19170,18935
56100,15,22138,16676,16117
56100,20,22027,16651,16032
56100,30,20534,15897,14075
56100,50,20597,15969,14067
56200,5,29100,23319,23176
56200,10,24915,19116,18927
56200,15,22169,16671,16096
56200,20,22151,16675,16146
56200,30,20586,15972,14091
56200,50,20547,16002,14071
56300,5,29051,23240,23075
56300,10,24784,19193,18914
56300,15,22462,16713,16123
56300,20,22280,16679,16069
56300,30,20576,15992,14061
56300,50,20603,15951,14081
56400,5,29135,23281,23129
56400,10,24837,19216,18890
56400,15,22266,16786,16162
56400,20,22227,16738,16117
56400,30,20659,16111,14087
56400,50,20680,16014,14112
56500,5,29617,23747,23099
56500,10,25010,19328,19056
56500,15,22243,16735,16130
56500,20,22241,16870,16269
56500,30,20722,16057,14162
56500,50,20710,16083,14216
56600,5,29102,23425,23135
56600,10,25007,19330,19057
56600,15,22328,16834,16197
56600,20,22330,16968,16264
56600,30,20658,15976,14100
56600,50,20776,16087,14253
56700,5,29149,23575,23094
56700,10,25088,19432,19133
56700,15,22443,16898,16281
56700,20,22523,16967,16396
56700,30,20838,16128,14165
56700,50,20752,16082,14145
56800,5,29349,23498,23271
56800,10,25035,19718,19154
56800,15,22408,16946,16262
56800,20,22550,16812,16208
56800,30,20766,16056,14154
56800,50,20777,16139,14177
56900,5,29238,23503,23292
56900,10,25204,19368,19155
56900,15,22397,16870,16287
56900,20,22327,16873,16285
56900,30,20904,16183,14277
56900,50,20934,16154,14700
57000,5,29454,23585,23401
57000,10,25057,19283,19070
57000,15,22510,17047,16373
57000,20,22383,16899,16276
57000,30,20887,16211,14255
57000,50,20842,16159,14209
57100,5,29252,23407,23217
57100,10,25068,19384,19110
57100,15,22788,17055,16346
57100,20,22721,17059,16485
57100,30,21091,16368,14378
57100,50,21038,16335,14360
57200,5,32775,23628,23353
57200,10,25291,19632,19201
57200,15,22536,17006,16353
57200,20,22629,17009,16394
57200,30,20985,16265,14400
57200,50,20960,16210,14280
57300,5,29433,23682,23361
57300,10,25288,19504,19225
57300,15,22640,17001,16425
57300,20,22514,16965,16344
57300,30,20927,16211,14263
57300,50,20946,16254,14333
57400,5,29408,23544,23402
57400,10,25190,19376,19194
57400,15,22511,17035,16421
57400,20,22510,16969,16371
57400,30,20961,16259,14278
57400,50,20924,16278,14297
57500,5,29680,23803,23449
57500,10,25288,19538,19248
57500,15,22694,17061,16434
57500,20,22687,17040,16553
57500,30,21046,16333,14673
57500,50,20962,16283,14541
57600,5,29561,23603,23350
57600,10,25381,19639,19335
57600,15,22667,17110,16493
57600,20,22716,17102,16515
57600,30,21227,16414,14468
57600,50,21340,16476,14547
57700,5,29806,23902,23670
57700,10,25408,19554,19340
57700,15,22723,17220,16544
57700,20,22886,17184,16560
57700,30,21112,16328,14387
57700,50,21236,16489,14546
57800,5,29702,23829,23616
57800,10,25987,19761,19669
57800,15,22873,17214,16627
57800,20,22941,17225,16755
57800,30,21251,16474,14543
57800,50,21239,16517,14471
57900,5,29967,23913,23718
57900,10,25715,19791,19532
57900,15,22758,17142,16489
57900,20,22683,17179,16527
57900,30,21185,16490,14430
57900,50,21406,16566,14610
58000,5,29957,24007,23818
58000,10,25763,19857,19697
58000,15,23031,17493,16642
58000,20,23013,17299,16638
58000,30,21420,16643,14615
58000,50,21422,16657,14609
58100,5,29711,23860,23489
58100,10,25874,19635,19393
58100,15,22937,17210,16582
58100,20,22869,17286,16579
58100,30,21385,16532,14492
58100,50,21346,16568,14563
58200,5,30086,24122,23860
58200,10,25866,19958,19582
58200,15,23208,17402,16833
58200,20,23142,17465,16802
58200,30,21584,16802,14746
58200,50,21580,16679,14605
58300,5,29747,23944,23560
58300,10,25551,19681,19401
58300,15,23092,17362,16735
58300,20,23258,17495,16803
58300,30,21604,16759,14775
58300,50,21673,16816,14730
58400,5,29882,24077,23736
58400,10,25877,19799,19556
58400,15,22944,17423,16664
58400,20,22886,17334,16671
58400,30,21392,16611,14523
58400,50,21309,16641,14550
58500,5,30162,24184,23909
58500,10,25598,19688,19468
58500,15,23089,17348,16730
58500,20,22990,17292,16640
58500,30,21360,16600,14551
58500,50,21338,16652,14565
58600,5,30317,24231,23985
58600,10,25824,19858,19678
58600,15,23112,17467,16736
58600,20,23222,17450,16828
58600,30,21471,16688,14594
58600,50,21515,16810,14633
58700,5,30076,23956,23810
58700,10,25680,20216,19699
58700,15,23241,17617,16946
58700,20,23311,17607,16906
58700,30,21577,16805,14710
58700,50,21789,16863,15048
58800,5,30250,24302,24158
58800,10,26218,20215,19834
58800,15,23386,17610,16872
58800,20,23186,17563,16832
58800,30,21606,16886,14714
58800,50,21534,16761,14703
58900,5,30395,24340,24056
58900,10,25750,19941,19666
58900,15,23180,17527,16825
58900,20,23072,17422,16712
58900,30,21580,16830,14689
58900,50,21673,16817,14724
59000,5,30574,24054,23836
59000,10,25871,19970,19694
59000,15,23312,17623,16955
59000,20,23060,17451,16777
59000,30,21851,16988,14842
59000,50,21665,16881,14780
59100,5,30235,24669,23977
59100,10,25972,19995,19700
59100,15,23181,17507,16813
59100,20,23159,17480,16824
59100,30,21622,16833,14746
59100,50,21766,17117,14862
59200,5,30553,24420,24183
59200,10,26239,20109,19947
59200,15,23410,17651,17126
59200,20,23277,17555,16882
59200,30,21685,16849,14802
59200,50,21743,16983,14842
59300,5,30389,24534,24084
59300,10,25940,20304,19695
59300,15,23744,17632,17130
59300,20,23184,17502,16813
59300,30,21636,16873,14731
59300,50,21666,16887,14733
59400,5,30197,24205,23954
59400,10,25981,19959,19732
59400,15,23223,17534,16870
59400,20,23187,17513,16885
59400,30,21923,17019,14853
59400,50,23015,17104,14939
59500,5,30521,24424,24183
59500,10,26216,20134,19896
59500,15,23439,17643,16910
59500,20,23346,17613,16950
59500,30,21779,16999,14838
59500,50,21850,16973,14867
59600,5,32492,24388,24627
59600,10,26062,20067,19803
59600,15,23260,17560,16905
59600,20,23495,17618,16971
59600,30,21830,17100,14930
59600,50,21957,17175,14992
59700,5,30515,24341,24083
59700,10,26363,20207,20076
59700,15,23301,17648,16940
59700,20,23390,17621,17029
59700,30,21833,17004,14840
59700,50,21905,17103,14946
59800,5,30564,24611,24241
59800,10,26123,20148,19868
59800,15,23559,18193,17121
59800,20,23493,17729,17113
59800,30,22065,17159,14955
59800,50,21920,17149,14945
59900,5,30604,24800,24222
59900,10,26337,20166,19961
59900,15,23594,17762,17048
59900,20,23573,17750,17073
59900,30,22225,17130,14916
59900,50,22074,17236,14998
60000,5,30741,24633,24616
60000,10,26611,20373,20082
60000,15,23654,17830,17114
60000,20,23661,17871,17137
60000,30,22219,17568,15065
60000,50,22112,17235,15002
60100,5,30651,24607,24369
60100,10,26490,20372,20142
60100,15,23677,17843,17181
60100,20,23627,17816,17163
60100,30,22229,17321,15114
60100,50,22073,17197,14988
60200,5,30715,24594,24426
60200,10,26466,20350,20092
60200,15,23727,17914,17227
60200,20,23640,17849,17181
60200,30,22012,17193,14978
60200,50,22041,17144,15009
60300,5,30762,24530,24380
60300,10,26433,20319,20020
60300,15,23747,17973,17250
60300,20,23725,17912,17196
60300,30,22728,17226,14977
60300,50,22025,17245,14997
60400,5,30868,24731,24487
60400,10,26522,20351,20080
60400,15,23779,17924,17282
60400,20,23672,17810,17144
60400,30,22123,17269,15053
60400,50,22170,17270,15054
60500,5,30982,24630,24359
60500,10,26410,20305,20007
60500,15,23616,17865,17155
60500,20,23705,17882,17291
60500,30,22294,17392,15140
60500,50,22280,17332,15075
60600,5,30823,24734,24490
60600,10,26651,20427,20308
60600,15,23838,17965,17327
60600,20,23816,17993,17356
60600,30,22446,17495,15198
60600,50,22374,17553,15244
60700,5,30926,24827,24564
60700,10,26655,20454,20181
60700,15,23906,17989,17324
60700,20,23901,18045,17270
60700,30,22377,17449,15202
60700,50,22301,17421,15161
60800,5,30985,24748,24731
60800,10,26713,20416,20140
60800,15,23959,18077,17401
60800,20,23931,18121,17340
60800,30,22382,17424,15150
60800,50,22292,17408,15116
60900,5,30974,24739,24487
60900,10,26602,20462,20132
60900,15,23941,18010,17269
60900,20,23977,18433,17286
60900,30,22262,17399,15099
60900,50,22239,17441,15138
61000,5,31042,24935,24626
61000,10,26704,20530,20182
61000,15,23995,17998,17344
61000,20,23986,18069,17324
61000,30,22422,17497,15256
61000,50,22428,17463,15462
61100,5,31013,24841,24624
61100,10,26776,20478,20518
61100,15,24131,18125,17330
61100,20,24057,18096,17467
61100,30,22569,17569,15302
61100,50,22552,17659,15293
61200,5,31267,25019,24723
61200,10,26760,20527,20331
61200,15,23935,18351,17410
61200,20,23911,18128,17360
61200,30,22529,17616,15254
61200,50,22467,17611,15262
61300,5,31044,24933,24660
61300,10,26692,20502,20340
61300,15,24116,18163,17394
61300,20,24131,18190,17445
61300,30,22672,17739,15373
61300,50,22542,17648,15258
61400,5,31298,25173,24740
61400,10,26997,20771,20435
61400,15,24174,18123,17452
61400,20,24378,18162,17472
61400,30,22653,17663,15531
61400,50,22463,17687,15244
61500,5,31493,25238,24814
61500,10,26853,20626,20400
61500,15,24179,18281,17524
61500,20,24705,18314,17514
61500,30,22723,17732,15373
61500,50,22609,17654,15317
61600,5,31373,25072,24946
61600,10,26862,20646,20493
61600,15,24446,18237,17537
61600,20,24090,18162,17443
61600,30,22829,17795,15554
61600,50,22680,17774,15383
61700,5,31159,24921,24669
61700,10,26858,20591,20325
61700,15,24222,18331,17620
61700,20,24042,18166,17473
61700,30,22944,17887,15780
61700,50,22550,17687,15332
61800,5,31441,25135,24912
61800,10,27319,20703,20431
61800,15,24473,18501,17829
61800,20,24127,18227,17457
61800,30,23237,17806,15890
61800,50,22772,17753,15605
61900,5,31278,25015,24781
61900,10,30048,20963,20492
61900,15,24623,18613,17995
61900,20,24344,18400,17558
61900,30,23132,17882,15946
61900,50,22754,17784,15389
62000,5,31445,25090,24816
62000,10,27037,20760,20556
62000,15,24709,18689,18034
62000,20,24355,18434,17645
62000,30,23270,18014,16107
62000,50,22756,17797,15397
62100,5,31536,25269,25017
62100,10,27083,20895,20544
62100,15,24899,18774,18153
62100,20,24370,18403,17691
62100,30,23432,18053,16181
62100,50,22772,17883,15489
62200,5,32201,25286,24943
62200,10,27121,20863,20619
62200,15,24981,19027,18312
62200,20,24402,18332,17610
62200,30,23344,17993,16590
62200,50,22844,17928,15482
62300,5,31482,25051,25049
62300,10,27271,20909,20680
62300,15,25017,18948,18404
62300,20,24420,18433,17649
62300,30,23456,18087,16479
62300,50,22957,17942,15494
62400,5,31794,25433,25197
62400,10,27332,21019,20713
62400,15,25224,19103,18465
62400,20,24465,18742,17778
62400,30,23744,18205,16620
62400,50,23089,18008,15549
62500,5,31581,25180,25002
62500,10,27229,21240,20619
62500,15,25201,19151,18583
62500,20,24636,18541,17750
62500,30,23894,18361,16781
62500,50,23024,18001,15548
62600,5,32101,25750,25489
62600,10,27519,21147,20985
62600,15,25520,19331,18842
62600,20,24705,18670,17882
62600,30,24140,18465,17014
62600,50,23290,18233,15722
62700,5,32020,25468,25249
62700,10,27444,21104,20903
62700,15,26509,19458,19701
62700,20,24747,18660,17852
62700,30,24079,18435,16968
62700,50,22947,18028,15905
62800,5,32942,29159,25719
62800,10,27326,20938,20725
62800,15,25497,19387,18785
62800,20,24620,18624,17839
62800,30,24036,18423,17151
62800,50,23142,18163,15618
62900,5,32170,25608,25340
62900,10,27316,20945,20729
62900,15,25669,19576,18921
62900,20,24600,18613,17785
62900,30,24202,18429,17177
62900,50,23351,19989,16001
63000,5,32022,25372,25223
63000,10,27431,21022,20744
63000,15,25824,19632,19097
63000,20,24863,18924,18051
63000,30,24379,18552,17408
63000,50,23143,18132,15666
63100,5,31951,25502,25201
63100,10,27489,21132,20895
63100,15,25918,19755,19170
63100,20,24603,18629,17787
63100,30,24332,18616,17493
63100,50,23141,18212,15745
63200,5,32461,25757,25549
63200,10,27769,23947,20954
63200,15,26322,19949,19424
63200,20,24783,18727,17877
63200,30,24562,18518,17677
63200,50,23263,18227,15714
63300,5,32230,25640,25486
63300,10,27556,21414,20906
63300,15,25949,19835,19230
63300,20,24679,18708,17865
63300,30,24511,18633,17697
63300,50,23200,18256,15973
63400,5,32297,25755,25597
63400,10,27717,21372,21083
63400,15,26317,20014,19448
63400,20,24918,18838,17990
63400,30,24676,18679,17783
63400,50,23268,18222,15745
63500,5,32134,25563,25449
63500,10,27813,21367,23227
63500,15,26537,20194,19630
63500,20,24795,18743,17872
63500,30,25029,18863,18056
63500,50,23383,18430,15826
63600,5,32073,25635,25461
63600,10,27690,21270,21576
63600,15,26417,20267,19701
63600,20,24848,18799,18012
63600,30,24779,18684,17937
63600,50,23379,18376,15851
63700,5,32232,25746,25526
63700,10,27836,21401,21129
63700,15,26652,20425,19846
63700,20,25072,18959,18184
63700,30,25107,18904,18184
63700,50,23591,18491,15955
63800,5,32169,25673,25533
63800,10,27598,21267,20953
63800,15,26580,20262,19833
63800,20,25060,18929,18213
63800,30,26396,20143,18579
63800,50,23484,18380,15810
63900,5,32290,25753,25570
63900,10,27726,21303,21041
63900,15,26675,20408,20280
63900,20,25021,18838,18084
63900,30,24924,18857,18017
63900,50,23603,18644,15980
64000,5,32528,25947,25638
64000,10,28369,21648,21252
64000,15,27017,20578,20142
64000,20,25150,19125,18232
64000,30,25216,18997,18141
64000,50,23507,18505,15911
64100,5,32210,25658,25444
64100,10,27712,21283,20988
64100,15,28708,20598,20174
64100,20,25443,20204,18609
64100,30,25065,18903,18053
64100,50,23575,18735,15958
64200,5,32379,25947,25554
64200,10,27897,21455,21139
64200,15,26998,20731,20217
64200,20,25088,18889,18132
64200,30,25088,18949,18177
64200,50,23547,18484,15909
64300,5,32433,25857,25660
64300,10,28116,21541,21231
64300,15,27401,20912,20465
64300,20,25489,19218,18458
64300,30,25538,19228,18342
64300,50,23803,18650,16013
64400,5,32705,26048,26570
64400,10,28309,21750,21523
64400,15,27669,21080,20595
64400,20,25339,19271,18832
64400,30,29720,19193,18329
64400,50,24009,18860,16162
64500,5,32349,25782,25532
64500,10,27872,21523,21101
64500,15,27237,20863,20428
64500,20,25149,18988,18156
64500,30,25130,18999,18169
64500,50,23619,18592,16011
64600,5,32898,26273,26036
64600,10,28366,21868,21391
64600,15,27845,21277,20784
64600,20,25461,19286,18341
64600,30,25570,19204,18479
64600,50,23875,18761,16139
64700,5,33028,26179,26244
64700,10,28313,21808,21500
64700,15,27812,21157,20782
64700,20,25600,21892,18537
64700,30,25718,19415,18448
64700,50,23847,18804,16174
64800,5,32850,26182,25924
64800,10,28594,21871,21615
64800,15,28059,21426,21068
64800,20,25524,19261,18422
64800,30,25510,19369,18443
64800,50,24190,19043,16289
64900,5,33013,26316,26010
64900,10,29332,21716,21403
64900,15,27762,21753,20918
64900,20,25317,19188,18406
64900,30,25524,19214,18401
64900,50,23837,18860,16193
65000,5,32711,25959,25787
65000,10,28170,21620,21397
65000,15,27912,21359,21004
65000,20,25474,19181,18378
65000,30,25504,19282,18513
65000,50,24144,20895,16233
65100,5,32821,26150,25949
65100,10,28384,21802,21462
65100,15,27988,21502,21148
65100,20,25516,19353,18381
65100,30,25566,19406,18474
65100,50,24030,18956,16232
65200,5,32814,26233,25951
65200,10,28451,21737,21544
65200,15,28369,21658,21250
65200,20,25553,19289,18546
65200,30,25544,19303,18477
65200,50,23928,18885,16163
65300,5,32723,26022,25876
65300,10,28169,21584,21309
65300,15,28101,21526,21220
65300,20,25423,19185,18359
65300,30,25450,19194,18328
65300,50,24051,18876,16210
65400,5,33026,26235,26101
65400,10,28566,21836,21577
65400,15,29774,21790,21459
65400,20,25662,19444,18527
65400,30,25611,19385,18475
65400,50,24212,19069,16692
65500,5,33143,26385,26557
65500,10,28739,22020,21753
65500,15,28501,21963,21543
65500,20,25734,19654,18653
65500,30,25788,19497,18551
65500,50,24174,19090,16287
65600,5,33211,29744,26783
65600,10,28662,21867,21535
65600,15,29104,21993,21534
65600,20,25853,19420,18590
65600,30,25859,19471,18543
65600,50,24230,19174,16294
65700,5,33202,26343,26073
65700,10,28678,21866,21572
65700,15,28545,21872,21638
65700,20,25792,19488,18569
65700,30,25758,19483,18551
65700,50,24219,19138,16273
65800,5,33225,26417,26627
65800,10,28680,21922,21550
65800,15,28436,21834,21456
65800,20,25687,19370,18472
65800,30,25689,19404,18492
65800,50,24166,19057,16267
65900,5,32941,26163,25984
65900,10,28470,21913,21476
65900,15,28512,21810,21478
65900,20,25729,19453,18507
65900,30,25797,19442,18526
65900,50,24190,19096,16309
66000,5,32980,26224,26029
66000,10,28541,21833,21554
66000,15,28576,21841,21523
66000,20,25702,19393,18584
66000,30,25725,19467,18546
66000,50,24312,19121,16351
66100,5,33126,26308,26152
66100,10,28599,21943,21573
66100,15,28548,21919,21520
66100,20,25929,19665,18671
66100,30,25922,19564,18641
66100,50,24351,19250,16370
66200,5,33234,29907,26732
66200,10,28564,21946,21609
66200,15,28801,22159,21796
66200,20,25835,19581,18597
66200,30,27044,20247,18642
66200,50,24447,19431,16466
66300,5,33171,26468,26110
66300,10,28767,21985,21643
66300,15,28873,22187,21791
66300,20,25924,19566,18709
66300,30,25951,19606,18642
66300,50,24494,19352,16472
66400,5,33212,26457,26270
66400,10,29016,22214,21828
66400,15,28755,22016,21697
66400,20,25975,19560,18671
66400,30,25919,19528,18659
66400,50,24630,19542,16590
66500,5,33708,27487,26394
66500,10,28961,22231,21857
66500,15,28982,22246,21863
66500,20,26106,19861,18871
66500,30,26441,19765,18841
66500,50,24684,19521,16624
66600,5,33595,26743,26493
66600,10,29202,22328,22014
66600,15,29106,22286,22021
66600,20,26140,19865,18926
66600,30,26036,19709,18783
66600,50,24528,19400,16505
66700,5,33475,26572,26416
66700,10,28905,22153,21784
66700,15,28946,22250,21830
66700,20,26281,19957,19002
66700,30,26233,19845,18912
66700,50,24644,19552,16618
66800,5,33605,26812,26552
66800,10,29168,22382,22038
66800,15,29137,22348,21987
66800,20,26180,19825,18847
66800,30,26305,19917,18982
66800,50,24830,19595,16672
66900,5,33639,26835,26512
66900,10,29057,22228,21884
66900,15,29245,22359,22109
66900,20,26402,19935,18930
66900,30,26269,19830,18888
66900,50,25445,19747,16629
67000,5,33720,26945,26682
67000,10,29248,22444,22042
67000,15,28964,22213,22188
67000,20,26108,19773,18797
67000,30,26107,19773,18817
67000,50,24623,19497,16531
67100,5,33501,26630,26475
67100,10,28969,22226,21885
67100,15,28973,22210,21863
67100,20,26315,19930,20404
67100,30,26489,20030,19062
67100,50,24771,19621,16788
67200,5,33515,26713,26418
67200,10,29319,22597,22156
67200,15,29551,22653,22304
67200,20,26445,20040,19086
67200,30,26568,19991,19108
67200,50,25175,19814,16839
67300,5,33623,26735,26470
67300,10,29090,22263,21942
67300,15,29179,22401,22049
67300,20,26635,20197,19164
67300,30,26483,20062,19137
67300,50,24943,19686,16777
67400,5,33747,26849,26603
67400,10,29096,22301,22001
67400,15,29069,22294,21980
67400,20,26203,19888,18981
67400,30,26258,19945,19026
67400,50,25183,20007,16945
67500,5,34004,27053,26863
67500,10,29419,22563,22224
67500,15,29608,22702,22351
67500,20,27035,20178,19267
67500,30,26631,20069,19068
67500,50,25048,19830,16876
67600,5,33905,26960,26733
67600,10,29540,22651,22315
67600,15,29598,22687,22230
67600,20,26593,20038,19103
67600,30,26567,20115,19137
67600,50,25063,19802,16911
67700,5,34058,27114,26939
67700,10,29488,22608,22238
67700,15,29440,22546,22246
